0,4f705c302bdcf5d2b0c1df973d98f99f,3034576057,2912999031,2015-05-05T19:29:05.837Z,2015-09-17T18:57:07.504Z
1,5cc0faeb936ad47566eebb6d51308a64,57053935,277132299,2013-06-29T07:23:00.747Z,2013-11-20T01:56:07.114Z
2,96fdea450db618a9ce3ec489a4bd2aff,192772511,396151535,2011-02-04T07:25:02.423Z,2011-06-23T07:47:15.502Z
3,6999a1e28d6144f4c9e260da4c145b6d,333798583,169294939,2006-05-31T16:19:17.122Z,2006-09-26T02:45:20.095Z
4,348f344247b0c1a935b1223072ef9d8a,300374508,2745795916,2011-09-29T13:43:03.726Z,2011-11-18T08:00:13.358Z
5,1b3c0918e38c3537a641e403f8c2445b,324406374,498176456,2016-10-31T17:50:03.255Z,2017-03-22T04:44:42.466Z
6,685a8e977fcedb90ee00683e316d961f,21929250,24033860,2006-12-02T06:35:59.595Z,2006-12-28T00:25:24.128Z
7,6310474c2a4a91d310042f9be5fe4f20,566975554,80913631,2016-02-13T21:26:19.522Z,2016-03-18T05:24:08.014Z
8,b9404891c092df865475ef2870dc6418,240460910,2907725794,2008-07-29T20:41:38.321Z,2008-12-11T18:42:31.241Z
9,296875dc6eb383a755c469f93ee02279,41351844,394691854,2011-11-10T16:08:31.421Z,2011-12-05T16:37:28.155Z
10,feebf41f4c7947f185edd119e6b9b673,270449125,453581304,2005-02-27T04:16:47.116Z,2005-05-26T03:15:00.204Z
11,9e923ec5ccf89f8eccd6929b76fdd694,1318924429,953331188,2016-12-16T01:52:36.203Z,2016-12-19T23:12:08.046Z
12,0d620f1c7eed6993574d0383c4c6a3bc,2570925619,974615851,2005-03-21T23:48:48.923Z,2005-09-04T11:54:49.364Z
13,0d620f1c7eed6993574d0383c4c6a3bc,19926983,1639734889,2016-06-04T05:38:32.243Z,2016-08-22T09:36:50.652Z
14,3a241d366d65f3eb312e66919ba19e7b,156949738,3280110289,2006-07-13T09:20:49.167Z,2006-10-02T11:57:27.981Z
15,a096e999506f8534630045aab562c54f,316942406,21003380,2006-09-01T01:29:37.737Z,2006-11-18T11:27:24.505Z
16,fcd52bd1e45912aed8493831cea6a77e,182692702,1266558812,2008-07-19T12:21:37.328Z,2008-11-17T10:18:33.848Z
17,2aab1b94ee8ab6f7852a9a0380129cf6,3213164362,1455062828,2015-08-17T03:50:44.888Z,2016-01-17T21:54:58.446Z
18,a37b6ea24f522bca8584ba3f7d8af122,341005339,132650634,2015-10-04T16:33:18.261Z,2016-02-12T17:15:23.767Z
19,433481a45592d7b92dabaa4b8a947023,933162084,4818189221,2006-05-13T14:32:05.542Z,2006-06-30T06:25:06.744Z
20,9f8b36c43d32f171571f183abd575d97,400511287,27757215,2014-11-09T21:21:42.408Z,2015-03-02T01:12:55.348Z
21,b9533b5eb85d3a65c9fa614886f61a57,364355433,2465147731,2013-12-03T05:21:51.027Z,2014-01-02T05:53:46.304Z
22,2b3ead11e1da846e9fbb24f8ddb531c5,1556150822,127778523,2008-05-04T18:53:13.140Z,2008-07-12T06:49:10.100Z
23,d5307f78d3f6fcf55286e94a175810c2,325213334,156519920,2017-02-12T09:11:36.534Z,2017-04-09T16:58:02.841Z
24,a8b11bf3df8486e19d5a95bae5d0bdb2,2893254815,378028803,2016-07-24T16:30:53.355Z,2016-08-27T02:02:01.360Z
25,ffc9b4d174e00be745de00242a226717,1728897349,100003814,2008-10-29T20:49:32.912Z,2008-12-03T22:05:53.363Z
26,b0865477ee3cfdaf303f956b28392443,1353149138,275310470,2010-12-05T00:18:20.878Z,2011-04-25T17:36:46.612Z
27,1d865596734b95a6ddeb45b016699137,148777927,4021714812,2008-05-29T14:03:12.264Z,2008-08-26T23:34:28.188Z
28,25d789a3b0651447a5a292670c971c21,246600938,479184964,2017-03-16T08:14:28.358Z,2017-05-07T05:11:50.597Z
29,a55dcf8ba5c4623245b508629e72342b,3286305842,865590014,2015-08-10T15:57:35.022Z,2015-12-26T19:18:29.735Z
30,f431b5399a13eccb10d10eddc877231c,415664427,185160900,2013-08-28T02:56:38.245Z,2013-12-15T00:16:48.447Z
31,c8a1880a1a65e73e845bdb54102bbe00,110709129,3067569141,2016-11-17T15:23:32.195Z,2016-12-28T20:36:41.656Z
32,e6cfaca16ab1b05bbf6865ddca5317de,377904401,1266558812,2009-09-04T14:02:14.301Z,2009-12-23T09:46:41.359Z
33,c3d950f60d79e62b731518468fd13904,1161007249,2229495209,2015-06-14T12:37:16.304Z,2015-08-26T05:53:35.011Z
34,590ad6c0f9bdbbac7887ec4e36eb08a0,107562777,2551106556,2017-10-27T01:19:00.042Z,2017-12-27T14:09:45.541Z
35,8a111d2a3a6bfdc000eeddd439324848,3070366039,2232186757,2010-10-15T14:32:24.708Z,2010-11-19T07:05:34.986Z
36,ace261a58e7759351bb71dd0fb3b5c0d,4466776049,185733937,2004-12-09T05:07:21.516Z,2005-05-21T11:54:57.857Z
37,cf18b33f9d6160ff4d6ae42dc617dd13,2443783381,2883811221,2008-02-02T11:59:32.555Z,2008-05-21T07:38:17.098Z
38,9cb52d48db3bf137d78e006a2734cbab,579533935,2595867852,2009-12-20T13:46:38.481Z,2010-05-12T10:01:20.345Z
39,bba07c0f8b75daa856330a53d40f0491,56308870,2894060057,2011-01-25T08:51:07.426Z,2011-02-03T23:18:06.712Z
